Name,Dateiname,Layer,Position X,Position Y,Position Z
LB,OS8P3138.DWG,FEUER,-1120.62,-1129.04,0.00
LB,OS8P3138.DWG,FEUER,-1117.22,-1133.26,0.00
LB,OS8P3138.DWG,FEUER,-1109.20,-1134.43,0.00
LB,OS8P3138.DWG,FEUER,-1108.44,-1131.69,0.00
LB,OS8P3138.DWG,FEUER,-1127.35,-1155.44,0.00
LB,OS8P3138.DWG,FEUER,-1102.98,-1159.98,0.00
LB,OS8P3138.DWG,FEUER,-1106.38,-1160.03,0.00
LB,OS8P3138.DWG,FEUER,-1100.33,-1157.44,0.00
LB,OS8P3138.DWG,FEUER,-1101.26,-1176.08,0.00
LB,OS8P3138.DWG,FEUER,-1100.70,-1172.98,0.00
LB,OS8P3138.DWG,FEUER,-1106.12,-1151.34,0.00
LB,OS8P3138.DWG,FEUER,-1124.66,-1156.91,0.00
LB,OS8P3138.DWG,FEUER,-1107.74,-1153.58,0.00
LB,OS8P3138.DWG,FEUER,-1104.85,-1157.64,0.00
LB,OS8P3138.DWG,FEUER,-1102.87,-1156.07,0.00
LB,OS8P3138.DWG,FEUER,-1100.30,-1120.78,0.00
LB,OS8P3138.DWG,FEUER,-1097.27,-1079.54,0.00
LB,OS8P3138.DWG,FEUER,-1099.86,-1078.07,0.00
LB,OS8P3138.DWG,FEUER,-1102.31,-1088.73,0.00
LB,OS8P3138.DWG,FEUER,-1104.70,-1094.06,0.00
LB,OS8P3138.DWG,FEUER,-1109.42,-1092.13,0.00
LB,OS8P3138.DWG,FEUER,-1104.22,-1071.97,0.00
LB,OS8P3138.DWG,FEUER,-1107.83,-1070.55,0.00
LB,OS8P3138.DWG,FEUER,-1090.37,-1079.04,0.00
LB,OS8P3138.DWG,FEUER,-1096.41,-1076.55,0.00
LB,OS8P3138.DWG,FEUER,-1093.46,-1075.28,0.00
LB,OS8P3138.DWG,FEUER,-1128.47,-1105.06,0.00
LB,OS8P3138.DWG,FEUER,-1109.03,-1113.56,0.00
LB,OS8P3138.DWG,FEUER,-1109.09,-1118.69,0.00
LB,OS8P3138.DWG,FEUER,-1105.78,-1116.30,0.00
LB,OS8P3138.DWG,FEUER,-1104.31,-1120.62,0.00
LB,OS8P3138.DWG,FEUER,-1100.96,-1118.03,0.00
LB,OS8P3138.DWG,FEUER,-1123.65,-1100.49,0.00
LB,OS8P3138.DWG,FEUER,-1124.16,-1104.86,0.00
LB,OS8P3138.DWG,FEUER,-1113.49,-1102.89,0.00
LB,OS8P3138.DWG,FEUER,-1107.35,-1105.38,0.00
LB,OS8P3138.DWG,FEUER,-1110.55,-1106.55,0.00
LB,OS6P1142.DWG,FEUER,-758.96,-1273.87,0.00
LB,ODS4P632.DWG,FEUER,-247.90,-1764.34,0.00
LB,ODS4P632.DWG,FEUER,-252.95,-1771.51,0.00
LB,ODS4P632.DWG,FEUER,-237.74,-1764.96,0.00
LB,ODS4P632.DWG,FEUER,-234.55,-1768.30,0.00
LB,ODS4P632.DWG,FEUER,-239.56,-1769.80,0.00
LB,ODS4P632.DWG,FEUER,-261.40,-1775.64,0.00
LB,ODS4P632.DWG,FEUER,-264.60,-1773.37,0.00
LB,ODS4P632.DWG,FEUER,-260.75,-1779.27,0.00
LB,ODS4P632.DWG,FEUER,-256.54,-1774.65,0.00
LB,ODS4P632.DWG,FEUER,-265.64,-1776.53,0.00
LB,ODS4P632.DWG,FEUER,-231.66,-1763.62,0.00
LB,ODS4P632.DWG,FEUER,-261.29,-1757.77,0.00
LB,ODS4P632.DWG,FEUER,-255.51,-1756.43,0.00
LB,ODS4P632.DWG,FEUER,-267.50,-1771.88,0.00
LB,ODS4P632.DWG,FEUER,-260.27,-1784.33,0.00
LB,ODS4P632.DWG,FEUER,-264.36,-1785.22,0.00
LB,ODS4P632.DWG,FEUER,-236.03,-1760.17,0.00
LB,ODS4P632.DWG,FEUER,-232.52,-1754.78,0.00
LB,ODS4P632.DWG,FEUER,-242.88,-1761.15,0.00
LB,ODS4P632.DWG,FEUER,-254.98,-1762.20,0.00
LB,ODS4P632.DWG,FEUER,-252.56,-1766.76,0.00
LB,ODS4P632.DWG,FEUER,-259.23,-1771.57,0.00
LB,ODS4P632.DWG,FEUER,-207.59,-1735.53,0.00
LB,ODS4P632.DWG,FEUER,-202.39,-1735.56,0.00
LB,ODS4P632.DWG,FEUER,-216.94,-1735.88,0.00
LB,ODS4P632.DWG,FEUER,-209.87,-1732.45,0.00
LB,ODS4P632.DWG,FEUER,-221.49,-1736.62,0.00
LB,ODS4P632.DWG,FEUER,-225.71,-1743.08,0.00
LB,ODS4P632.DWG,FEUER,-212.90,-1742.90,0.00
LB,ODS4P632.DWG,FEUER,-216.93,-1742.88,0.00
LB,ODS4P632.DWG,FEUER,-209.66,-1739.19,0.00
LB,ODS4P632.DWG,FEUER,-219.06,-1739.55,0.00
LB,ODS4P632.DWG,FEUER,-215.08,-1732.73,0.00
LB,ODS4P632.DWG,FEUER,-256.61,-1768.83,0.00
LB,ODS4P632.DWG,FEUER,-262.95,-1761.95,0.00
LB,ODS4P632.DWG,FEUER,-259.04,-1766.52,0.00
LB,ODS4P632.DWG,FEUER,-263.45,-1769.20,0.00
LB,ODS4P632.DWG,FEUER,-266.09,-1765.91,0.00
LB,ODS4P632.DWG,FEUER,-200.26,-1754.72,0.00
LB,ODS4P632.DWG,FEUER,-219.37,-1733.26,0.00
LB,ODS4P632.DWG,FEUER,-224.74,-1750.64,0.00
LB,ODS4P632.DWG,FEUER,-259.12,-1762.64,0.00
LB,ODS4P632.DWG,FEUER,-223.25,-1732.83,0.00
LB,ODS4P632.DWG,FEUER,-264.90,-1780.21,0.00
LB,ODS4P573.DWG,FEUER,-424.71,-1595.95,0.00
LB,ODS4P573.DWG,FEUER,-428.03,-1595.75,0.00
LB,ODS4P573.DWG,FEUER,-426.43,-1592.24,0.00
LB,ODS4P573.DWG,FEUER,-420.75,-1600.26,0.00
LB,ODS4P573.DWG,FEUER,-417.33,-1601.37,0.00
LB,ODS4P573.DWG,FEUER,-380.96,-1583.82,0.00
LB,ODS4P573.DWG,FEUER,-360.42,-1587.23,0.00
LB,ODS4P573.DWG,FEUER,-380.31,-1580.31,0.00
LB,ODS4P573.DWG,FEUER,-428.78,-1590.54,0.00
LB,ODS4P573.DWG,FEUER,-383.31,-1580.91,0.00
LB,ODS4P573.DWG,FEUER,-420.65,-1595.95,0.00
LB,ODS4P573.DWG,FEUER,-417.55,-1583.92,0.00
LB,ODS4P573.DWG,FEUER,-412.41,-1584.52,0.00
LB,ODS4P573.DWG,FEUER,-421.18,-1582.92,0.00
LB,ODS4P573.DWG,FEUER,-422.68,-1580.11,0.00
LB,ODS4P573.DWG,FEUER,-425.89,-1581.01,0.00
LB,ODS4P573.DWG,FEUER,-414.55,-1588.43,0.00
LB,ODS4P573.DWG,FEUER,-416.90,-1592.24,0.00
LB,ODS4P573.DWG,FEUER,-400.43,-1582.01,0.00
LB,ODS4P573.DWG,FEUER,-409.20,-1584.72,0.00
LB,ODS4P573.DWG,FEUER,-405.67,-1582.82,0.00
LB,ODS4P573.DWG,FEUER,-357.21,-1587.43,0.00
LB,ODS4P573.DWG,FEUER,-326.93,-1625.13,0.00
LB,ODS4P573.DWG,FEUER,-322.22,-1625.13,0.00
LB,ODS4P573.DWG,FEUER,-330.14,-1625.33,0.00
LB,ODS4P573.DWG,FEUER,-333.35,-1595.05,0.00
LB,ODS4P573.DWG,FEUER,-331.85,-1623.73,0.00
LB,ODS4P632.DWG,KNOCHENSCHRAFF,-241.86,-1767.25,0.00
LB,ODS4P632.DWG,FEUER,-268.74,-1783.10,0.00
LB,ODS4P573.DWG,FEUER,-325.65,-1630.15,0.00
LB,ODS4P573.DWG,FEUER,-324.47,-1627.64,0.00
LB,ODS4P573.DWG,FEUER,-328.21,-1628.24,0.00
LB,ODS4P573.DWG,FEUER,-334.42,-1590.34,0.00
LB,ODS4P573.DWG,FEUER,-337.74,-1591.74,0.00
LB,ODS4P573.DWG,FEUER,-336.67,-1595.35,0.00
LB,ODS4P573.DWG,FEUER,-335.70,-1586.73,0.00
LB,ODS4P573.DWG,FEUER,-359.35,-1584.82,0.00
LB,ODS4P573.DWG,FEUER,-355.71,-1585.52,0.00
LB,ODS4P573.DWG,FEUER,-329.71,-1592.04,0.00
LB,ODS4P573.DWG,FEUER,-331.42,-1588.63,0.00
LB,ODS4P573.DWG,FEUER,-328.64,-1597.66,0.00
LB,ODS4P573.DWG,FEUER,-334.63,-1598.16,0.00
LB,ODS4P573.DWG,FEUER,-331.42,-1599.56,0.00
LB,ODS4P632.DWG,FEUER,-207.49,-1743.34,0.00
LB,ODS4P633.DWG,FEUER,-375.90,-1578.02,0.00
LB,ODS4P633.DWG,FEUER,-365.02,-1594.62,0.00
LB,ODS4P633.DWG,FEUER,-384.70,-1573.99,0.00
LB,ODS4P633.DWG,FEUER,-383.73,-1577.30,0.00
LB,ODS4P633.DWG,FEUER,-386.53,-1576.78,0.00
LB,ODS4P633.DWG,FEUER,-354.07,-1585.93,0.00
LB,ODS4P633.DWG,FEUER,-360.43,-1586.73,0.00
LB,ODS4P633.DWG,FEUER,-357.13,-1587.25,0.00
LB,ODS4P633.DWG,FEUER,-362.68,-1592.38,0.00
LB,ODS4P633.DWG,FEUER,-359.93,-1589.53,0.00
LB,ODS4P633.DWG,FEUER,-379.71,-1577.00,0.00
LB,ODS4P633.DWG,FEUER,-391.22,-1583.60,0.00
LB,ODS4P633.DWG,FEUER,-387.45,-1583.60,0.00
LB,ODS4P633.DWG,FEUER,-386.29,-1586.66,0.00
LB,ODS4P633.DWG,FEUER,-393.06,-1586.45,0.00
LB,ODS4P633.DWG,FEUER,-389.59,-1586.65,0.00
LB,ODS4P633.DWG,FEUER,-381.39,-1580.35,0.00
LB,ODS4P633.DWG,FEUER,-377.68,-1580.31,0.00
LB,ODS4P633.DWG,FEUER,-385.47,-1580.30,0.00
LB,ODS4P633.DWG,FEUER,-383.03,-1583.56,0.00
LB,ODS4P633.DWG,FEUER,-389.49,-1580.60,0.00
LB,ODS4P633.DWG,FEUER,-362.52,-1589.12,0.00
LB,ODS4P633.DWG,FEUER,-336.67,-1590.02,0.00
LB,ODS4P633.DWG,FEUER,-339.47,-1592.40,0.00
LB,ODS4P633.DWG,FEUER,-338.55,-1587.57,0.00
LB,ODS4P633.DWG,FEUER,-332.08,-1581.11,0.00
LB,ODS4P633.DWG,FEUER,-335.19,-1587.17,0.00
LB,OS6P1142.DWG,FEUER,-753.36,-1273.58,0.00
LB,OS6P1142.DWG,FEUER,-757.40,-1269.21,0.00
LB,ODS4P633.DWG,FEUER,-336.68,-1599.38,0.00
LB,ODS4P633.DWG,FEUER,-337.13,-1595.87,0.00
LB,ODS4P633.DWG,FEUER,-339.68,-1597.29,0.00
LB,ODS4P633.DWG,FEUER,-335.90,-1581.82,0.00
LB,ODS4P633.DWG,FEUER,-355.44,-1583.38,0.00
LB,ODS4P633.DWG,FEUER,-352.19,-1583.69,0.00
LB,ODS4P633.DWG,FEUER,-358.85,-1583.53,0.00
LB,ODS4P633.DWG,FEUER,-363.69,-1586.58,0.00
LB,ODS4P633.DWG,FEUER,-362.21,-1583.83,0.00
LB,ODS4P633.DWG,FEUER,-337.02,-1584.62,0.00
LB,ODS4P633.DWG,FEUER,-334.07,-1584.42,0.00
LB,ODS4P633.DWG,FEUER,-341.35,-1584.77,0.00
LB,ODS4P633.DWG,FEUER,-348.57,-1584.15,0.00
LB,ODS4P633.DWG,FEUER,-345.52,-1584.87,0.00
LB,ODS4P633.DWG,FEUER,-275.28,-1682.45,0.00
LB,ODS4P633.DWG,FEUER,-313.27,-1707.40,0.00
LB,ODS4P633.DWG,FEUER,-310.88,-1706.28,0.00
LB,ODS4P633.DWG,FEUER,-315.00,-1704.39,0.00
LB,ODS4P632.DWG,FEUER,-227.53,-1747.71,0.00
LB,ODS4P633.DWG,FEUER,-317.60,-1710.50,0.00
LB,ODS4P633.DWG,FEUER,-315.26,-1712.79,0.00
LB,ODS4P633.DWG,FEUER,-303.15,-1663.59,0.00
LB,ODS4P633.DWG,FEUER,-313.99,-1710.86,0.00
LB,ODS4P633.DWG,FEUER,-304.62,-1706.49,0.00
LB,ODS4P633.DWG,FEUER,-302.89,-1709.04,0.00
LB,ODS4P632.DWG,FEUER,-222.63,-1747.34,0.00
LB,ODS4P632.DWG,FEUER,-204.64,-1745.81,0.00
LB,ODS4P632.DWG,FEUER,-200.87,-1746.04,0.00
LB,ODS4P632.DWG,FEUER,-210.31,-1745.93,0.00
LB,ODS4P632.DWG,FEUER,-219.80,-1745.31,0.00
LB,ODS4P632.DWG,FEUER,-215.11,-1745.65,0.00
LB,ODS4P632.DWG,FEUER,-217.84,-1748.95,0.00
LB,ODS4P632.DWG,FEUER,-221.11,-1750.82,0.00
LB,ODS4P632.DWG,FEUER,-212.27,-1748.27,0.00
LB,ODS4P632.DWG,FEUER,-202.68,-1750.37,0.00
LB,ODS4P632.DWG,FEUER,-207.48,-1750.85,0.00
LB,ODS4P633.DWG,FEUER,-299.44,-1664.76,0.00
LB,ODS4P633.DWG,FEUER,-273.80,-1672.42,0.00
LB,ODS4P633.DWG,FEUER,-270.34,-1671.87,0.00
LB,ODS4P633.DWG,FEUER,-270.95,-1674.77,0.00
LB,ODS4P633.DWG,FEUER,-263.11,-1672.79,0.00
LB,ODS4P633.DWG,FEUER,-267.03,-1673.96,0.00
LB,ODS4P633.DWG,FEUER,-281.14,-1681.88,0.00
LB,ODS4P633.DWG,FEUER,-278.49,-1682.55,0.00
LB,ODS4P633.DWG,FEUER,-284.09,-1681.11,0.00
LB,ODS4P633.DWG,FEUER,-290.24,-1680.70,0.00
LB,ODS4P633.DWG,FEUER,-287.24,-1681.21,0.00
LB,ODS4P633.DWG,FEUER,-264.34,-1675.79,0.00
LB,ODS4P633.DWG,FEUER,-285.33,-1653.43,0.00
LB,ODS4P633.DWG,FEUER,-273.59,-1669.47,0.00
LB,ODS4P633.DWG,FEUER,-287.72,-1652.00,0.00
LB,ODS4P633.DWG,FEUER,-303.06,-1666.18,0.00
LB,ODS4P633.DWG,FEUER,-300.31,-1666.85,0.00
LB,ODS4P633.DWG,FEUER,-272.58,-1678.38,0.00
LB,ODS4P633.DWG,FEUER,-268.41,-1677.31,0.00
LB,ODS4P633.DWG,FEUER,-259.40,-1674.37,0.00
LB,ODS4P633.DWG,FEUER,-268.70,-1667.54,0.00
LB,ODS4P633.DWG,FEUER,-266.21,-1670.14,0.00
LB,ODS4P267.DWG,FEUER,-387.51,-1507.11,0.00
LB,ODS4P267.DWG,FEUER,-388.59,-1504.52,0.00
LB,ODS4P267.DWG,FEUER,-388.23,-1509.96,0.00
LB,ODS4P267.DWG,FEUER,-375.89,-1511.55,0.00
LB,ODS4P267.DWG,FEUER,-385.37,-1508.29,0.00
LB,ODS4P267.DWG,FEUER,-396.54,-1500.75,0.00
LB,ODS4P267.DWG,FEUER,-382.78,-1476.70,0.00
LB,ODS4P267.DWG,FEUER,-393.41,-1499.57,0.00
LB,ODS4P267.DWG,FEUER,-388.14,-1502.17,0.00
LB,ODS4P267.DWG,FEUER,-390.73,-1501.92,0.00
LB,ODS4P267.DWG,FEUER,-375.80,-1508.96,0.00
LB,ODS4P267.DWG,FEUER,-365.88,-1520.35,0.00
LB,ODS4P267.DWG,FEUER,-363.29,-1519.51,0.00
LB,ODS4P267.DWG,FEUER,-368.12,-1522.03,0.00
LB,ODS4P267.DWG,FEUER,-355.69,-1527.30,0.00
LB,ODS4P267.DWG,FEUER,-365.17,-1522.78,0.00
LB,ODS4P267.DWG,FEUER,-372.68,-1509.63,0.00
LB,ODS4P267.DWG,FEUER,-373.57,-1507.20,0.00
LB,ODS4P267.DWG,FEUER,-374.02,-1510.88,0.00
LB,ODS4P267.DWG,FEUER,-365.17,-1517.67,0.00
LB,ODS4P267.DWG,FEUER,-362.93,-1516.58,0.00
LB,ODS4P267.DWG,FEUER,-381.97,-1481.06,0.00
LB,ODS4P267.DWG,FEUER,-428.81,-1496.56,0.00
LB,ODS4P267.DWG,FEUER,-426.75,-1494.46,0.00
LB,ODS4P267.DWG,FEUER,-421.12,-1492.96,0.00
LB,ODS4P267.DWG,FEUER,-419.07,-1498.82,0.00
LB,ODS4P267.DWG,FEUER,-420.67,-1495.72,0.00
LB,ODS4P267.DWG,FEUER,-406.46,-1488.68,0.00
LB,ODS4P267.DWG,FEUER,-404.05,-1489.52,0.00
LB,ODS4P267.DWG,FEUER,-412.00,-1493.88,0.00
LB,ODS4P267.DWG,FEUER,-422.10,-1489.52,0.00
LB,ODS4P267.DWG,FEUER,-414.24,-1494.21,0.00
LB,ODS4P267.DWG,FEUER,-417.01,-1495.55,0.00
LB,ODS4P267.DWG,FEUER,-401.82,-1521.36,0.00
LB,ODS4P267.DWG,FEUER,-398.60,-1520.35,0.00
LB,ODS4P267.DWG,FEUER,-405.57,-1521.52,0.00
LB,ODS4P267.DWG,FEUER,-385.19,-1475.45,0.00
LB,ODS4P267.DWG,FEUER,-388.68,-1474.61,0.00
LB,ODS4P267.DWG,FEUER,-411.74,-1499.57,0.00
LB,ODS4P267.DWG,FEUER,-413.79,-1496.73,0.00
LB,ODS4P267.DWG,FEUER,-415.13,-1499.49,0.00
LB,ODS4P267.DWG,FEUER,-400.74,-1518.76,0.00
LB,ODS4P267.DWG,FEUER,-403.96,-1518.84,0.00
LB,ODS4P267.DWG,FEUER,-356.50,-1531.07,0.00
LB,ODS4P267.DWG,FEUER,-408.79,-1642.51,0.00
LB,ODS4P267.DWG,FEUER,-407.99,-1638.83,0.00
LB,ODS4P267.DWG,FEUER,-408.72,-1646.59,0.00
LB,ODS4P267.DWG,FEUER,-384.37,-1629.77,0.00
LB,ODS4P267.DWG,FEUER,-381.61,-1631.74,0.00
LB,ODS4P267.DWG,FEUER,-407.26,-1628.81,0.00
LB,ODS4P267.DWG,FEUER,-404.94,-1627.66,0.00
LB,ODS4P267.DWG,FEUER,-406.61,-1631.81,0.00
LB,ODS4P267.DWG,FEUER,-410.32,-1639.65,0.00
LB,ODS4P267.DWG,FEUER,-408.86,-1632.83,0.00
LB,ODS4P267.DWG,FEUER,-388.29,-1625.00,0.00
LB,ODS4P267.DWG,FEUER,-390.40,-1610.97,0.00
LB,ODS4P267.DWG,FEUER,-387.71,-1611.85,0.00
LB,ODS4P267.DWG,FEUER,-367.36,-1612.67,0.00
LB,ODS4P267.DWG,FEUER,-366.20,-1614.98,0.00
LB,ODS4P267.DWG,FEUER,-364.09,-1613.28,0.00
LB,ODS4P267.DWG,FEUER,-387.35,-1627.38,0.00
LB,ODS4P267.DWG,FEUER,-385.10,-1626.77,0.00
LB,ODS4P267.DWG,FEUER,-389.97,-1617.64,0.00
LB,ODS4P267.DWG,FEUER,-389.38,-1613.83,0.00
LB,ODS4P267.DWG,FEUER,-391.71,-1612.74,0.00
LB,ODS4P267.DWG,FEUER,-404.14,-1624.52,0.00
LB,ODS4P267.DWG,FEUER,-407.35,-1593.81,0.00
LB,ODS4P267.DWG,FEUER,-404.77,-1593.29,0.00
LB,ODS4P267.DWG,FEUER,-413.66,-1663.01,0.00
LB,ODS4P267.DWG,FEUER,-412.79,-1609.94,0.00
LB,ODS4P267.DWG,FEUER,-416.35,-1662.81,0.00
LB,ODS4P267.DWG,FEUER,-360.70,-1538.45,0.00
LB,ODS4P267.DWG,FEUER,-357.93,-1533.76,0.00
LB,ODS4P267.DWG,FEUER,-363.29,-1538.11,0.00
LB,ODS4P267.DWG,FEUER,-365.08,-1542.38,0.00
LB,ODS4P267.DWG,FEUER,-362.58,-1540.46,0.00
LB,ODS4P267.DWG,FEUER,-415.11,-1610.22,0.00
LB,ODS4P267.DWG,FEUER,-420.64,-1623.91,0.00
LB,ODS4P267.DWG,FEUER,-418.31,-1622.27,0.00
LB,ODS4P267.DWG,FEUER,-419.04,-1626.09,0.00
LB,ODS4P267.DWG,FEUER,-410.61,-1644.35,0.00
LB,ODS4P267.DWG,FEUER,-419.04,-1642.85,0.00
LB,ODS4P267.DWG,FEUER,-417.73,-1614.98,0.00
LB,ODS4P267.DWG,FEUER,-420.13,-1612.94,0.00
LB,ODS4P267.DWG,FEUER,-420.78,-1616.35,0.00
LB,ODS4P267.DWG,FEUER,-420.71,-1620.03,0.00
LB,ODS4P267.DWG,FEUER,-419.04,-1618.25,0.00
LB,ODS4P267.DWG,FEUER,-402.26,-1489.35,0.00
LB,ODS4P364.DWG,FEUER,-414.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-418.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-410.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-402.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-406.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-446.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-450.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-422.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-426.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-398.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-424.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-420.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-448.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-444.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-404.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-400.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-408.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-416.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-412.00,-1630.00,0.00
LB,ODS4P364.DWG,FEUER,-454.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-404.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-418.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-410.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-386.00,-1640.00,0.00
LB,ODS4P364.DWG,FEUER,-382.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-434.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-426.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-430.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-388.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-444.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-448.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-458.00,-1626.00,0.00
LB,ODS4P364.DWG,FEUER,-452.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-412.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-398.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-416.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-428.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-420.00,-1622.00,0.00
LB,ODS4P364.DWG,FEUER,-446.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-434.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-426.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-430.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-444.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-448.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-446.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-450.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-422.00,-1642.00,0.00
LB,ODS4P364.DWG,FEUER,-444.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-448.00,-1646.00,0.00
LB,ODS4P267.DWG,FEUER,-378.75,-1485.16,0.00
LB,ODS4P364.DWG,FEUER,-452.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-424.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-420.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-428.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-432.00,-1646.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-418.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-422.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-414.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-406.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-410.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-434.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-426.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-430.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-402.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-416.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-412.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-420.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-428.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-424.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-396.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-398.00,-1634.00,0.00
LB,ODS4P364.DWG,FEUER,-400.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-408.00,-1638.00,0.00
LB,ODS4P364.DWG,FEUER,-404.00,-1638.00,0.00
LB,ODS4P267.DWG,FEUER,-362.42,-1615.12,0.00
LB,ODS2P429.DWG,FEUER,-57.07,-1813.65,0.00
LB,ODS2P429.DWG,FEUER,-57.95,-1816.61,0.00
LB,ODS2P429.DWG,FEUER,-56.33,-1809.53,0.00
LB,ODS2P429.DWG,FEUER,-50.97,-1808.49,0.00
LB,ODS2P429.DWG,FEUER,-53.11,-1808.73,0.00
LB,ODS2P429.DWG,FEUER,-53.39,-1821.73,0.00
LB,ODS2P429.DWG,FEUER,-51.90,-1819.19,0.00
LB,ODS2P429.DWG,FEUER,-51.42,-1824.44,0.00
LB,ODS2P429.DWG,FEUER,-55.55,-1815.65,0.00
LB,ODS2P429.DWG,FEUER,-55.98,-1819.12,0.00
LB,ODS2P429.DWG,FEUER,-48.26,-1807.84,0.00
LB,ODS2P429.DWG,FEUER,-57.29,-1789.84,0.00
LB,ODS2P429.DWG,FEUER,-56.29,-1792.96,0.00
LB,ODS2P429.DWG,FEUER,-71.01,-1781.66,0.00
LB,ODS2P429.DWG,FEUER,-74.94,-1782.09,0.00
LB,ODS2P429.DWG,FEUER,-75.96,-1791.01,0.00
LB,ODS2P429.DWG,FEUER,-43.71,-1805.27,0.00
LB,ODS2P429.DWG,FEUER,-45.00,-1807.55,0.00
LB,ODS2P429.DWG,FEUER,-46.57,-1805.30,0.00
LB,ODS2P429.DWG,FEUER,-52.23,-1805.98,0.00
