"Fundplatz";"Gebiet"
2703,00;3,00
577,00;3,00
579,00;3,00
578,00;3,00
552,00;4,00
532,00;4,00
533,00;4,00
603,00;3,00
2728,00;3,00
604,00;3,00
550,00;10,00
580,00;3,00
710,00;4,00
545,00;4,00
544,00;4,00
543,00;4,00
2711,00;3,00
2712,00;3,00
3013,00;3,00
584,00;3,00
585,00;3,00
583,00;3,00
2710,00;3,00
582,00;3,00
540,00;4,00
539,00;4,00
1918,00;3,00
1917,00;3,00
524,00;3,00
523,00;3,00
522,00;3,00
556,00;4,00
605,00;3,00
553,00;4,00
2752,00;3,00
2753,00;3,00
703,00;3,00
2713,00;3,00
587,00;3,00
586,00;3,00
1819,00;3,00
588,00;3,00
2677,00;3,00
2905,00;6,00
2577,00;6,00
2576,00;6,00
2559,00;10,00
3062,00;3,00
3063,00;3,00
2555,00;3,00
2553,00;3,00
2554,00;3,00
2520,00;4,00
2521,00;4,00
2522,00;1,00
2516,00;3,00
3064,00;3,00
3065,00;3,00
2513,00;3,00
2512,00;3,00
2511,00;1,00
2510,00;1,00
2509,00;1,00
2504,00;4,00
2697,00;3,00
2482,00;6,00
2481,00;6,00
2477,00;1,00
3107,00;1,00
3067,00;3,00
2472,00;3,00
2471,00;3,00
2470,00;3,00
2464,00;4,00
2460,00;2,00
2459,00;2,00
2456,00;1,00
2455,00;1,00
2457,00;1,00
2454,00;1,00
2439,00;1,00
2438,00;1,00
2699,00;3,00
2435,00;3,00
2434,00;4,00
2426,00;4,00
2684,00;10,00
2425,00;10,00
2423,00;4,00
2422,00;4,00
2417,00;1,00
2414,00;6,00
2413,00;4,00
2412,00;3,00
2411,00;3,00
743,00;3,00
2410,00;6,00
2409,00;6,00
2402,00;3,00
2395,00;2,00
2394,00;2,00
2391,00;1,00
2388,00;6,00
2387,00;6,00
2719,00;6,00
2384,00;2,00
3073,00;2,00
2381,00;4,00
2380,00;4,00
2379,00;2,00
2378,00;2,00
2375,00;2,00
3018,00;4,00
2374,00;4,00
2369,00;2,00
2367,00;6,00
2368,00;6,00
2909,00;6,00
2362,00;4,00
2340,00;1,00
2336,00;4,00
2339,00;4,00
2337,00;4,00
2338,00;4,00
2333,00;1,00
2702,00;3,00
2329,00;3,00
2313,00;1,00
2311,00;3,00
3020,00;3,00
2309,00;1,00
3080,00;1,00
3081,00;1,00
2272,00;4,00
2271,00;1,00
3004,00;1,00
2235,00;4,00
2687,00;6,00
2195,00;10,00
2194,00;2,00
2192,00;4,00
2191,00;2,00
2190,00;4,00
2189,00;3,00
2188,00;4,00
2920,00;4,00
2187,00;4,00
2180,00;2,00
2181,00;2,00
2182,00;2,00
2178,00;6,00
2133,00;4,00
2121,00;2,00
2101,00;2,00
2098,00;4,00
3098,00;1,00
2095,00;1,00
2096,00;1,00
2089,00;1,00
2042,00;2,00
3106,00;1,00
2036,00;1,00
2037,00;1,00
2003,00;6,00
2722,00;6,00
2002,00;6,00
2917,00;6,00
2001,00;4,00
1992,00;2,00
1991,00;2,00
1990,00;4,00
1989,00;4,00
1988,00;4,00
1985,00;4,00
3110,00;2,00
3111,00;2,00
1981,00;2,00
3025,00;2,00
1982,00;2,00
1980,00;2,00
1983,00;2,00
1935,00;6,00
1973,00;6,00
1974,00;6,00
2911,00;6,00
2910,00;6,00
1972,00;6,00
1933,00;2,00
1920,00;4,00
1919,00;2,00
3006,00;10,00
1914,00;10,00
1909,00;6,00
3075,00;1,00
1893,00;4,00
1892,00;4,00
1890,00;2,00
1891,00;2,00
1889,00;4,00
1888,00;6,00
1887,00;6,00
1885,00;4,00
1883,00;4,00
1881,00;6,00
2912,00;6,00
2913,00;6,00
1877,00;4,00
1873,00;6,00
3007,00;2,00
1825,00;2,00
2469,00;4,00
2416,00;6,00
2919,00;4,00
2234,00;4,00
2686,00;4,00
2625,00;2,00
2679,00;3,00
2680,00;3,00
2681,00;4,00
2685,00;10,00
2688,00;6,00
3086,00;10,00
2691,00;10,00
2692,00;10,00
2695,00;10,00
2696,00;4,00
2701,00;3,00
2714,00;6,00
2716,00;6,00
2715,00;6,00
2717,00;6,00
2718,00;6,00
2720,00;6,00
2915,00;6,00
2721,00;6,00
2727,00;3,00
2725,00;3,00
517,00;3,00
2726,00;3,00
2748,00;3,00
2751,00;3,00
2906,00;6,00
2908,00;6,00
2907,00;6,00
2916,00;6,00
2999,00;1,00
3001,00;1,00
3003,00;1,00
3005,00;1,00
2914,00;6,00
3009,00;1,00
3011,00;4,00
3012,00;3,00
3014,00;2,00
3022,00;10,00
49,00;3,00
2683,00;10,00
2682,00;10,00
560,00;10,00
561,00;10,00
559,00;10,00
562,00;10,00
546,00;10,00
563,00;10,00
2698,00;3,00
3035,00;4,00
3066,00;3,00
3069,00;3,00
3076,00;1,00
3077,00;3,00
3099,00;3,00
3082,00;1,00
3083,00;1,00
3085,00;3,00
2097,00;1,00
3104,00;4,00
3105,00;4,00
