"Literaturnummer";"Bestattungsnnummer";"Seitenzahl";"Katalognummer";"Abbildung"
8959;1907;"375";"Urne 163";
8959;1908;"375";"Urnengrab 164";
8959;1909;"376";"Hügel 165";
8959;1910;"375f.";"Hügel 165";
8959;1911;"376";"Hügel 166";
8959;1912;"376";"Hügel 166 - Zweitbelegung";
8959;1913;"432ff.";"Hügel 166 - Skelett 1";
8959;1914;"432ff.";"Hügel 166 - Skelett 2";
8959;1915;"432ff.";"Hügel 166 - Skelett 3";
8959;1916;"434";"Einbauhügel 167";
8959;1917;"377";"Urne 168";
8959;1918;"434ff.";"Anbauhügel 167";
8959;1919;"434ff.";"Anbauhügel 167";
8959;1920;"377";"Anlage 170";
8959;1922;"378";"Urne 178";
8959;1923;"378";"Anlage 181";
8959;1924;"439";"Anlage 181";
8959;1925;"377";"Hügel 172";
8959;1926;"380";"Urnengrab 195";
8959;1927;"380";"Urnengrab 196";
8959;1928;"436f.";"Anbaugrab 174 - Skelett 2";
8959;1929;"438";"Hügel 175";
8959;1930;"378";"Hügel 176";
8959;1931;"438";"Hügel 176 - Skelett 1";
8959;1932;"378";"Hügel 177";
8959;1933;"378";"Urnengrab 182";
8959;1934;"378f.";"Urnengrab 185";
8959;1935;"379";"Urnengrab 186";
8959;1936;"379";"Brandgrab 187";
8959;1937;"379";"Hügel 188";
8959;1938;"379";"Hügel 189";
8959;1939;"380";"Hügel 192";
8959;1940;"380";"Urnengrab 193";
8959;1941;"381";"Urnengrab 199";
8959;1942;"381";"Hügel 200";
8959;1943;"381";"Hügel 201";
8959;1944;"381f.";"Hügel 202";
8959;1945;"382";"Hügel 203";
8959;1946;"382";"Hügel 204";
8959;1947;"382";"Hügel 204";
8959;1948;"440f.";"Tiefgrab 205 - Skelett 1";
8959;1949;"383";"Tiefgrab 205 - Individuum 2";
8959;1950;"383";"Tiefgrab 205 - Individuum 1";
8959;1951;"383";"Tiefgrab 205";
8959;1952;"384";"Brandgrab 206";
8959;1953;"384f.";"Hügel 208";
8959;1954;"441f.";"Hügel 208 - Skelett 2";
8959;1955;"442";"Hügel 208 - Skelett 1";
8959;1956;"442";"Hügel 208 - Skelett 3";
8959;1957;"385";"Brandgrab 214";
8959;1958;"385";"Hügel 215";
8959;1959;"385";"Urne 216";
8959;1960;"385f.";"Urne 217";
8959;1961;"386";"Brandgrab 218";
8959;1962;"386";"Brandgrab 223";
8959;1963;"Hügel 224";"386";
9023;2134;"410f.";"Grab 400";
9023;2135;"411";"Grab 401";
9023;2137;"411";"Grab 402";
9023;2144;"415";"Grab 417";
9023;2145;"415";"Grab 478";
9023;2146;"425";"Grab 479";
9023;2147;"415";"Grab 480";
9023;2148;"415f.";"Grab 490";
9023;2149;"416";"Grab 502";
9023;2150;"416";"Grab 511";
9023;2155;"417";"Grab 537";
9023;2156;"417";"Grab 554";
9023;2157;"417";"Grab 555";
9023;2158;"425f.";"Grab 588";
9023;2164;"417";"Grab 589";
9023;2170;"417f.";"Grab 590";
9023;2171;"426";"Grab 590/2";
9023;2172;"418ff.";"Grab 591";
9023;2173;"420";"Grab 599";
9023;2174;"420";"Grab 601";
9023;2175;"426";"Grab 606";
9023;2176;"420f.";"Grab 607";
9023;2177;"421";"Grab 610";
9023;2178;"421";"Grab 608";
9023;2179;"421";"Grab 609";
9023;2190;"426";"Grab 611";
9023;2191;"426";"Grab 613";
9023;2192;"426";"Grab 614";
9023;2193;"421f.";"Grab 415";
9023;2194;"422";"Grab 616";
9023;2199;"426";"Grab 617";
9023;2200;"427";"Grab 618";
9023;2201;"422";"Grab 619/1";
9023;2202;"422";"Grab 619/3";
9023;2203;"422";"Grab 619";
9023;2204;"423";"Grab 622";
9023;2205;"427";"Grab 623";
9023;2206;"427";"Grab 624";
9023;2207;"427";"Grab 626";
9023;2208;"423";"Grab 631";
9023;2211;"423";"Grab 632";
9023;2212;"427";"Grab 633";
9113;170;"158";"Grab X";
9113;171;"158f.";"Grab XI";
9113;183;"158";"Grab IX";
9118;449;"162";;
9118;450;"162";;
9256;721;"96";"Grab 100,1";
9256;722;"96";"Grab 100,2";
9256;723;"98";"Grab 101";
9256;724;"98";"Grab 102";
9256;725;"98";"Grab 103";
9256;726;"98";"Grab 104";
9256;727;"98";"Grab 105";
9256;729;"98";"Grab 106";
9256;732;"98";"Grab 108";
9256;735;"99";"Grab 110";
9256;736;"99";"Grab 111";
9256;737;"99";"Grab 112";
9256;739;"99";"Grab 113,1";
9256;740;"99";"Grab 113,2";
9256;742;"99";"Grab 114,1";
9256;743;"99";"Grab 114,2";
9256;745;"98ff.";"Grab 116";
9256;746;"101";"Grab 117";
9256;747;"101";"Grab 118";
9256;748;"101";"Grab 119";
9256;750;"101";"Grab 120";
9256;751;"101f.";"Grab 121";
9256;752;"102";"Grab 122";
9256;753;"102";"Grab 123";
9256;754;"102";"Grab 124";
9256;755;"102";"Grab 125";
9256;756;"102";"Grab 126";
9256;757;"102ff.";"Grab 127";
9256;758;"81";"Grab 13";
9256;760;"81";"Grab 15";
9256;761;"81";"Grab 16";
9256;762;"81";"Grab 17";
9256;763;"81";"Grab 18";
9256;764;"81";"Grab 19";
9256;765;"80";"Grab 2";
9256;766;"81";"Grab 20";
9256;770;"82";"Grab 23,1";
9256;771;"82";"Grab 23,2";
9256;772;"82";"Grab 24";
9256;773;"82";"Grab 25";
9256;774;"82";"Grab 26";
9256;775;"82";"Grab 27";
9256;777;"82";"Grab 29";
9256;778;"80";"Grab 3";
9256;779;"82f.";"Grab 30";
9256;780;"83";"Grab 31";
9256;781;"83";"Grab 32";
9256;782;"83";"Grab 33";
9256;784;"83";"Grab 35";
9256;785;"83";"Grab 36";
9256;790;"83";"Grab 39";
9256;793;"83";"Grab 41";
9256;794;"83";"Grab 42";
9256;795;"83";"Grab 43";
9256;797;"84";"Grab 45";
9256;799;"84";"Grab 47";
9256;801;"84";"Grab 49";
9256;802;"80";"Grab 5";
9256;803;"84";"Grab 50";
9256;804;"84";"Grab 51";
9256;805;"84";"Grab 52";
9256;806;"86";"Grab 53";
9256;807;"86";"Grab 54";
9256;810;"86";"Grab 56,1";
9256;813;"86";"Grab 58";
9256;815;"80";"Grab 6";
9256;819;"88";"Grab 63";
9256;828;"80";"Grab 7";
9256;829;"88";"Grab 70";
9256;830;"88";"Grab 71";
9256;831;"88";"Grab 72";
9256;835;"88";"Grab 75";
9256;838;"88";"Grab 76";
9256;839;"88";"Grab 77";
9256;840;"88ff.";"Grab 78,1";
9256;842;"90";"Grab 79";
9256;843;"80";"Grab 8";
9256;844;"90";"Grab 80";
9256;845;"90";"Grab 81";
9256;846;"92";"Grab 82";
9256;847;"92";"Grab 83";
9256;848;"92";"Grab 84";
9256;849;"92";"Grab 85";
9256;850;"93";"Grab 86";
9256;852;"93";"Grab 88";
9256;853;"93";"Grab 89";
9256;854;"81";"Grab 7";
9256;855;"93";"Grab 90";
9256;856;"93";"Grab 91";
9256;857;"93f.";"Grab 92";
9256;859;"94";"Grab 93,1";
9256;861;"94";"Grab 94";
9256;862;"94";"Grab 95";
9256;863;"94";"Grab 96";
9256;864;"94ff.";"Grab 96";
9256;865;"96";"Grab 98";
9256;866;"96";"Grab 99";
9256;867;"80";"Grab 1";
9256;2582;"90";"Grab 78,2";
9256;2583;"92";"Grab 84";
9257;730;"131f.";"Grab 106";
9257;759;"119ff.";"Grab 14";
9257;768;"121f.";"Grab 22";
9257;776;"122ff.";"Grab 28";
9257;792;"124f.";"Grab 40";
9257;811;"125f.";"Grab 56";
9257;836;"130";"Grab 75 A";
9257;837;"131";"Grab 75 B";
9334;1036;;;
9411;2931;"10";;
